Goal_X,Goal_Y,Epsilon,N,Iteracion,Exito,Tiempo_s,Waypoints
-8.0,-3.0,0.8,900,8,True,0.0575,16
-8.0,-3.0,0.8,900,9,True,0.0780,15
-8.0,-3.0,0.8,900,10,True,0.1479,21
-8.0,-3.0,1.0,100,1,False,0.0141,1
-8.0,-3.0,1.0,100,2,False,0.0169,1
-8.0,-3.0,1.0,100,3,False,0.0221,1
-8.0,-3.0,1.0,100,4,False,0.0190,1
-8.0,-3.0,1.0,100,5,False,0.0185,1
-8.0,-3.0,1.0,100,6,False,0.0132,1
-8.0,-3.0,1.0,100,7,False,0.0174,1
-8.0,-3.0,1.0,100,8,False,0.0152,1
-8.0,-3.0,1.0,100,9,True,0.0252,14
-8.0,-3.0,1.0,100,10,False,0.0189,1
-8.0,-3.0,1.0,300,1,True,0.0462,15
-8.0,-3.0,1.0,300,2,True,0.0316,12
-8.0,-3.0,1.0,300,3,True,0.0399,12
-8.0,-3.0,1.0,300,4,False,0.0597,1
-8.0,-3.0,1.0,300,5,True,0.0290,13
-8.0,-3.0,1.0,300,6,False,0.0450,1
-8.0,-3.0,1.0,300,7,True,0.0141,12
-8.0,-3.0,1.0,300,8,True,0.0363,12
-8.0,-3.0,1.0,300,9,False,0.0447,1
-8.0,-3.0,1.0,300,10,True,0.0201,11
-8.0,-3.0,1.0,600,1,True,0.0208,12
-8.0,-3.0,1.0,600,2,True,0.0260,14
-8.0,-3.0,1.0,600,3,True,0.0521,13
-8.0,-3.0,1.0,600,4,True,0.0208,14
-8.0,-3.0,1.0,600,5,True,0.0265,12
-8.0,-3.0,1.0,600,6,False,0.1146,1
-8.0,-3.0,1.0,600,7,True,0.0219,12
-8.0,-3.0,1.0,600,8,True,0.0368,13
-8.0,-3.0,1.0,600,9,True,0.0325,14
-8.0,-3.0,1.0,600,10,True,0.0399,13
-8.0,-3.0,1.0,900,1,True,0.1131,19
-8.0,-3.0,1.0,900,2,True,0.0270,13
-8.0,-3.0,1.0,900,3,True,0.0877,14
-8.0,-3.0,1.0,900,4,True,0.0159,11
-8.0,-3.0,1.0,900,5,True,0.0272,12
-8.0,-3.0,1.0,900,6,True,0.0422,17
-8.0,-3.0,1.0,900,7,True,0.0202,12
-8.0,-3.0,1.0,900,8,True,0.0494,14
-8.0,-3.0,1.0,900,9,True,0.0356,14
-8.0,-3.0,1.0,900,10,True,0.0099,12
-8.0,1.0,0.2,100,1,False,0.0183,1
-8.0,1.0,0.2,100,2,False,0.0134,1
-8.0,1.0,0.2,100,3,False,0.0147,1
-8.0,1.0,0.2,100,4,False,0.0219,1
-8.0,1.0,0.2,100,5,False,0.0160,1
-8.0,1.0,0.2,100,6,False,0.0136,1
-8.0,1.0,0.2,100,7,False,0.0111,1
-8.0,1.0,0.2,100,8,False,0.0218,1
-8.0,1.0,0.2,100,9,False,0.0126,1
-8.0,1.0,0.2,100,10,False,0.0106,1
-8.0,1.0,0.2,300,1,False,0.0333,1
-8.0,1.0,0.2,300,2,False,0.0303,1
-8.0,1.0,0.2,300,3,False,0.0287,1
-8.0,1.0,0.2,300,4,False,0.0231,1
-8.0,1.0,0.2,300,5,False,0.0443,1
-8.0,1.0,0.2,300,6,False,0.0301,1
-8.0,1.0,0.2,300,7,False,0.0361,1
-8.0,1.0,0.2,300,8,False,0.0280,1
-8.0,1.0,0.2,300,9,False,0.0287,1
-8.0,1.0,0.2,300,10,False,0.0400,1
-8.0,1.0,0.2,600,1,False,0.1059,1
-8.0,1.0,0.2,600,2,False,0.0609,1
-8.0,1.0,0.2,600,3,False,0.0872,1
-8.0,1.0,0.2,600,4,False,0.0894,1
-8.0,1.0,0.2,600,5,False,0.0793,1
-8.0,1.0,0.2,600,6,False,0.0719,1
-8.0,1.0,0.2,600,7,False,0.0840,1
-8.0,1.0,0.2,600,8,False,0.0720,1
-8.0,1.0,0.2,600,9,False,0.0765,1
-8.0,1.0,0.2,600,10,False,0.0732,1
-8.0,1.0,0.2,900,1,False,0.1451,1
-8.0,1.0,0.2,900,2,False,0.1397,1
-8.0,1.0,0.2,900,3,False,0.1279,1
-8.0,1.0,0.2,900,4,False,0.1290,1
-8.0,1.0,0.2,900,5,False,0.1380,1
-8.0,1.0,0.2,900,6,False,0.1551,1
-8.0,1.0,0.2,900,7,False,0.1580,1
-8.0,1.0,0.2,900,8,False,0.1525,1
-8.0,1.0,0.2,900,9,False,0.1567,1
-8.0,1.0,0.2,900,10,False,0.1925,1
-8.0,1.0,0.5,100,1,False,0.0165,1
-8.0,1.0,0.5,100,2,False,0.0254,1
-8.0,1.0,0.5,100,3,False,0.0167,1
-8.0,1.0,0.5,100,4,False,0.0153,1
-8.0,1.0,0.5,100,5,False,0.0122,1
-8.0,1.0,0.5,100,6,False,0.0137,1
-8.0,1.0,0.5,100,7,False,0.0107,1
-8.0,1.0,0.5,100,8,False,0.0223,1
-8.0,1.0,0.5,100,9,False,0.0123,1
-8.0,1.0,0.5,100,10,False,0.0086,1
-8.0,1.0,0.5,300,1,True,0.0403,20
-8.0,1.0,0.5,300,2,False,0.0426,1
-8.0,1.0,0.5,300,3,False,0.0501,1
-8.0,1.0,0.5,300,4,True,0.0240,22
-8.0,1.0,0.5,300,5,True,0.0369,21
-8.0,1.0,0.5,300,6,False,0.0556,1
-8.0,1.0,0.5,300,7,False,0.0396,1
-8.0,1.0,0.5,300,8,True,0.0330,25
-8.0,1.0,0.5,300,9,False,0.0339,1
-8.0,1.0,0.5,300,10,True,0.0487,22
-8.0,1.0,0.5,600,1,False,0.1102,1
-8.0,1.0,0.5,600,2,False,0.0829,1
-8.0,1.0,0.5,600,3,True,0.0930,24
-8.0,1.0,0.5,600,4,False,0.0988,1
-8.0,1.0,0.5,600,5,True,0.0361,23
-8.0,1.0,0.5,600,6,True,0.0839,24
-8.0,1.0,0.5,600,7,True,0.0671,24
-8.0,1.0,0.5,600,8,True,0.0399,22
-8.0,1.0,0.5,600,9,False,0.1133,1
-8.0,1.0,0.5,600,10,True,0.0363,24
-8.0,1.0,0.5,900,1,True,0.0739,21
-8.0,1.0,0.5,900,2,True,0.0548,24
-8.0,1.0,0.5,900,3,True,0.0490,20
-8.0,1.0,0.5,900,4,True,0.0730,23
-8.0,1.0,0.5,900,5,True,0.1544,26
-8.0,1.0,0.5,900,6,False,0.1688,1
-8.0,1.0,0.5,900,7,True,0.0598,23
-8.0,1.0,0.5,900,8,True,0.0525,20
-8.0,1.0,0.5,900,9,False,0.1862,1
-8.0,1.0,0.5,900,10,True,0.0505,22
-8.0,1.0,0.8,100,1,False,0.0176,1
-8.0,1.0,0.8,100,2,False,0.0260,1
-8.0,1.0,0.8,100,3,False,0.0244,1
-8.0,1.0,0.8,100,4,True,0.0280,13
-8.0,1.0,0.8,100,5,False,0.0179,1
-8.0,1.0,0.8,100,6,False,0.0174,1
-8.0,1.0,0.8,100,7,True,0.0245,14
-8.0,1.0,0.8,100,8,False,0.0296,1
-8.0,1.0,0.8,100,9,False,0.0210,1
-8.0,1.0,0.8,100,10,False,0.0257,1
-8.0,1.0,0.8,300,1,True,0.0198,12
-8.0,1.0,0.8,300,2,True,0.0295,15
-8.0,1.0,0.8,300,3,True,0.0317,14
-8.0,1.0,0.8,300,4,True,0.0132,14
-8.0,1.0,0.8,300,5,False,0.0333,1
-8.0,1.0,0.8,300,6,False,0.0521,1
-8.0,1.0,0.8,300,7,True,0.0397,14
-8.0,1.0,0.8,300,8,True,0.0201,15
-8.0,1.0,0.8,300,9,False,0.0492,1
-8.0,1.0,0.8,300,10,True,0.0377,15
-8.0,1.0,0.8,600,1,True,0.0548,16
-8.0,1.0,0.8,600,2,True,0.0747,16
-8.0,1.0,0.8,600,3,True,0.0260,16
-8.0,1.0,0.8,600,4,True,0.0244,17
-8.0,1.0,0.8,600,5,True,0.0568,16
-8.0,1.0,0.8,600,6,True,0.0692,16
-8.0,1.0,0.8,600,7,True,0.0541,15
-8.0,1.0,0.8,600,8,True,0.0637,18
-8.0,1.0,0.8,600,9,True,0.0375,15
-8.0,1.0,0.8,600,10,True,0.0300,14
-8.0,1.0,0.8,900,1,True,0.0275,14
-8.0,1.0,0.8,900,2,True,0.0481,14
-8.0,1.0,0.8,900,3,True,0.0421,13
-8.0,1.0,0.8,900,4,True,0.0670,15
-8.0,1.0,0.8,900,5,True,0.0331,14
-8.0,1.0,0.8,900,6,True,0.0257,17
-8.0,1.0,0.8,900,7,True,0.0437,18
-8.0,1.0,0.8,900,8,True,0.0374,16
-8.0,1.0,0.8,900,9,True,0.0450,15
-8.0,1.0,0.8,900,10,True,0.0292,15
-8.0,1.0,1.0,100,1,False,0.0173,1
-8.0,1.0,1.0,100,2,False,0.0195,1
-8.0,1.0,1.0,100,3,True,0.0162,12
-8.0,1.0,1.0,100,4,False,0.0162,1
-8.0,1.0,1.0,100,5,False,0.0215,1
-8.0,1.0,1.0,100,6,False,0.0225,1
-8.0,1.0,1.0,100,7,False,0.0273,1
-8.0,1.0,1.0,100,8,False,0.0250,1
-8.0,1.0,1.0,100,9,False,0.0200,1
-8.0,1.0,1.0,100,10,False,0.0202,1
-8.0,1.0,1.0,300,1,True,0.0234,11
-8.0,1.0,1.0,300,2,False,0.0606,1
-8.0,1.0,1.0,300,3,True,0.0187,12
-8.0,1.0,1.0,300,4,True,0.0391,15
-8.0,1.0,1.0,300,5,True,0.0205,13
-8.0,1.0,1.0,300,6,True,0.0293,12
-8.0,1.0,1.0,300,7,False,0.0407,1
-8.0,1.0,1.0,300,8,True,0.0153,11
-8.0,1.0,1.0,300,9,True,0.0114,13
-8.0,1.0,1.0,300,10,True,0.0170,13
-8.0,1.0,1.0,600,1,True,0.0544,13
-8.0,1.0,1.0,600,2,True,0.0408,12
-8.0,1.0,1.0,600,3,True,0.0256,12
-8.0,1.0,1.0,600,4,True,0.0160,11
-8.0,1.0,1.0,600,5,True,0.0193,12
-8.0,1.0,1.0,600,6,True,0.0578,14
-8.0,1.0,1.0,600,7,True,0.0528,12
-8.0,1.0,1.0,600,8,True,0.0133,11
-8.0,1.0,1.0,600,9,True,0.0349,15
-8.0,1.0,1.0,600,10,True,0.0307,13
-8.0,1.0,1.0,900,1,True,0.0254,11
-8.0,1.0,1.0,900,2,True,0.0293,13
-8.0,1.0,1.0,900,3,True,0.0153,12
-8.0,1.0,1.0,900,4,True,0.0324,13
-8.0,1.0,1.0,900,5,True,0.0207,11
-8.0,1.0,1.0,900,6,True,0.0350,13
-8.0,1.0,1.0,900,7,True,0.0259,11
-8.0,1.0,1.0,900,8,True,0.0176,11
-8.0,1.0,1.0,900,9,True,0.0314,13
-8.0,1.0,1.0,900,10,True,0.0260,13
-3.5,2.5,0.2,100,1,False,0.0145,1
-3.5,2.5,0.2,100,2,False,0.0134,1
-3.5,2.5,0.2,100,3,False,0.0119,1
-3.5,2.5,0.2,100,4,False,0.0120,1
-3.5,2.5,0.2,100,5,False,0.0109,1
-3.5,2.5,0.2,100,6,False,0.0111,1
-3.5,2.5,0.2,100,7,False,0.0114,1
-3.5,2.5,0.2,100,8,False,0.0131,1
-3.5,2.5,0.2,100,9,False,0.0181,1
-3.5,2.5,0.2,100,10,False,0.0122,1
-3.5,2.5,0.2,300,1,False,0.0363,1
-3.5,2.5,0.2,300,2,False,0.0297,1
-3.5,2.5,0.2,300,3,False,0.0290,1
-3.5,2.5,0.2,300,4,False,0.0402,1
-3.5,2.5,0.2,300,5,False,0.0467,1
-3.5,2.5,0.2,300,6,False,0.0470,1
-3.5,2.5,0.2,300,7,False,0.0322,1
-3.5,2.5,0.2,300,8,False,0.0354,1
-3.5,2.5,0.2,300,9,False,0.0349,1
-3.5,2.5,0.2,300,10,False,0.0351,1
-3.5,2.5,0.2,600,1,False,0.0968,1
-3.5,2.5,0.2,600,2,False,0.0798,1
-3.5,2.5,0.2,600,3,False,0.0854,1
-3.5,2.5,0.2,600,4,False,0.0604,1
-3.5,2.5,0.2,600,5,False,0.0742,1
-3.5,2.5,0.2,600,6,False,0.0718,1
-3.5,2.5,0.2,600,7,False,0.0907,1
-3.5,2.5,0.2,600,8,False,0.0805,1
-3.5,2.5,0.2,600,9,False,0.0759,1
-3.5,2.5,0.2,600,10,False,0.0891,1
-3.5,2.5,0.2,900,1,False,0.1472,1
-3.5,2.5,0.2,900,2,False,0.1320,1
-3.5,2.5,0.2,900,3,False,0.1333,1
-3.5,2.5,0.2,900,4,False,0.1386,1
-3.5,2.5,0.2,900,5,False,0.1219,1
-3.5,2.5,0.2,900,6,False,0.1390,1
-3.5,2.5,0.2,900,7,False,0.1269,1
-3.5,2.5,0.2,900,8,False,0.1252,1
-3.5,2.5,0.2,900,9,False,0.1438,1
-3.5,2.5,0.2,900,10,False,0.1286,1
-3.5,2.5,0.5,100,1,False,0.0120,1
-3.5,2.5,0.5,100,2,False,0.0119,1
-3.5,2.5,0.5,100,3,False,0.0209,1
-3.5,2.5,0.5,100,4,False,0.0151,1
-3.5,2.5,0.5,100,5,False,0.0146,1
-3.5,2.5,0.5,100,6,False,0.0115,1
-3.5,2.5,0.5,100,7,False,0.0222,1
-3.5,2.5,0.5,100,8,False,0.0158,1
-3.5,2.5,0.5,100,9,False,0.0156,1
-3.5,2.5,0.5,100,10,False,0.0184,1
-3.5,2.5,0.5,300,1,False,0.0433,1
-3.5,2.5,0.5,300,2,False,0.0375,1
-3.5,2.5,0.5,300,3,True,0.0389,16
-3.5,2.5,0.5,300,4,False,0.0370,1
-3.5,2.5,0.5,300,5,False,0.0642,1
-3.5,2.5,0.5,300,6,False,0.0522,1
-3.5,2.5,0.5,300,7,False,0.0332,1
-3.5,2.5,0.5,300,8,False,0.0387,1
-3.5,2.5,0.5,300,9,False,0.0370,1
-3.5,2.5,0.5,300,10,False,0.0419,1
-3.5,2.5,0.5,600,1,True,0.0909,19
-3.5,2.5,0.5,600,2,True,0.0869,17
-3.5,2.5,0.5,600,3,True,0.0653,19
-3.5,2.5,0.5,600,4,True,0.0401,18
-3.5,2.5,0.5,600,5,True,0.0927,20
-3.5,2.5,0.5,600,6,False,0.0768,1
-3.5,2.5,0.5,600,7,True,0.0428,18
-3.5,2.5,0.5,600,8,False,0.0982,1
-3.5,2.5,0.5,600,9,False,0.1061,1
-3.5,2.5,0.5,600,10,True,0.0651,18
-3.5,2.5,0.5,900,1,True,0.0726,21
-3.5,2.5,0.5,900,2,True,0.0775,25
-3.5,2.5,0.5,900,3,True,0.0273,18
-3.5,2.5,0.5,900,4,True,0.1473,19
-3.5,2.5,0.5,900,5,True,0.0639,15
-3.5,2.5,0.5,900,6,True,0.1930,21
-3.5,2.5,0.5,900,7,True,0.0877,22
-3.5,2.5,0.5,900,8,True,0.0562,16
-3.5,2.5,0.5,900,9,True,0.1044,19
-3.5,2.5,0.5,900,10,True,0.1419,17
-3.5,2.5,0.8,100,1,False,0.0242,1
-3.5,2.5,0.8,100,2,False,0.0129,1
-3.5,2.5,0.8,100,3,False,0.0121,1
-3.5,2.5,0.8,100,4,False,0.0139,1
-3.5,2.5,0.8,100,5,False,0.0169,1
-3.5,2.5,0.8,100,6,False,0.0126,1
-3.5,2.5,0.8,100,7,True,0.0078,11
-3.5,2.5,0.8,100,8,False,0.0209,1
-3.5,2.5,0.8,100,9,False,0.0087,1
-3.5,2.5,0.8,100,10,True,0.0231,11
-3.5,2.5,0.8,300,1,True,0.0441,13
-3.5,2.5,0.8,300,2,False,0.0327,1
-3.5,2.5,0.8,300,3,True,0.0317,13
-3.5,2.5,0.8,300,4,False,0.0505,1
-3.5,2.5,0.8,300,5,True,0.0294,14
-3.5,2.5,0.8,300,6,False,0.0479,1
-3.5,2.5,0.8,300,7,False,0.0452,1
-3.5,2.5,0.8,300,8,True,0.0372,10
-3.5,2.5,0.8,300,9,True,0.0283,9
-3.5,2.5,0.8,300,10,True,0.0233,11
-3.5,2.5,0.8,600,1,True,0.0284,13
-3.5,2.5,0.8,600,2,True,0.0309,11
-3.5,2.5,0.8,600,3,True,0.0430,11
-3.5,2.5,0.8,600,4,True,0.0310,12
-3.5,2.5,0.8,600,5,True,0.0188,14
-3.5,2.5,0.8,600,6,True,0.0551,14
-3.5,2.5,0.8,600,7,True,0.0352,13
-3.5,2.5,0.8,600,8,True,0.0563,11
-3.5,2.5,0.8,600,9,True,0.0095,9
-3.5,2.5,0.8,600,10,True,0.0351,11
-3.5,2.5,0.8,900,1,True,0.0154,12
-3.5,2.5,0.8,900,2,True,0.0188,12
-3.5,2.5,0.8,900,3,True,0.0332,10
-3.5,2.5,0.8,900,4,True,0.0227,9
-3.5,2.5,0.8,900,5,True,0.0353,10
-3.5,2.5,0.8,900,6,True,0.0565,12
-3.5,2.5,0.8,900,7,True,0.0632,10
-3.5,2.5,0.8,900,8,True,0.0224,14
-3.5,2.5,0.8,900,9,True,0.0566,13
-3.5,2.5,0.8,900,10,True,0.0546,14
-3.5,2.5,1.0,100,1,False,0.0192,1
-3.5,2.5,1.0,100,2,True,0.0214,10
-3.5,2.5,1.0,100,3,False,0.0199,1
-3.5,2.5,1.0,100,4,False,0.0199,1
-3.5,2.5,1.0,100,5,False,0.0253,1
-3.5,2.5,1.0,100,6,False,0.0204,1
-3.5,2.5,1.0,100,7,False,0.0145,1
-3.5,2.5,1.0,100,8,False,0.0148,1
-3.5,2.5,1.0,100,9,False,0.0183,1
-3.5,2.5,1.0,100,10,True,0.0072,9
-3.5,2.5,1.0,300,1,True,0.0310,9
-3.5,2.5,1.0,300,2,True,0.0151,10
-3.5,2.5,1.0,300,3,True,0.0358,9
-3.5,2.5,1.0,300,4,True,0.0326,13
-3.5,2.5,1.0,300,5,True,0.0124,8
-3.5,2.5,1.0,300,6,True,0.0309,11
-3.5,2.5,1.0,300,7,True,0.0163,7
-3.5,2.5,1.0,300,8,False,0.0514,1
-3.5,2.5,1.0,300,9,True,0.0299,10
-3.5,2.5,1.0,300,10,True,0.0233,8
-3.5,2.5,1.0,600,1,True,0.0566,11
-3.5,2.5,1.0,600,2,True,0.0778,12
-3.5,2.5,1.0,600,3,True,0.0838,10
-3.5,2.5,1.0,600,4,True,0.0384,11
-3.5,2.5,1.0,600,5,True,0.0371,8
-3.5,2.5,1.0,600,6,True,0.1081,12
-3.5,2.5,1.0,600,7,True,0.0537,13
-3.5,2.5,1.0,600,8,True,0.0235,9
-3.5,2.5,1.0,600,9,True,0.0288,11
-3.5,2.5,1.0,600,10,True,0.0523,16
-3.5,2.5,1.0,900,1,True,0.0529,9
-3.5,2.5,1.0,900,2,True,0.0516,12
-3.5,2.5,1.0,900,3,True,0.0315,13
-3.5,2.5,1.0,900,4,True,0.0133,11
-3.5,2.5,1.0,900,5,True,0.0162,9
-3.5,2.5,1.0,900,6,True,0.0560,10
-3.5,2.5,1.0,900,7,True,0.0179,12
-3.5,2.5,1.0,900,8,True,0.0137,9
-3.5,2.5,1.0,900,9,True,0.0081,8
-3.5,2.5,1.0,900,10,True,0.0124,11
8.0,2.5,0.2,100,1,False,0.0132,1
8.0,2.5,0.2,100,2,False,0.0152,1
8.0,2.5,0.2,100,3,False,0.0116,1
8.0,2.5,0.2,100,4,False,0.0183,1
8.0,2.5,0.2,100,5,False,0.0226,1
8.0,2.5,0.2,100,6,False,0.0115,1
8.0,2.5,0.2,100,7,False,0.0086,1
8.0,2.5,0.2,100,8,False,0.0082,1
8.0,2.5,0.2,100,9,False,0.0190,1
8.0,2.5,0.2,100,10,False,0.0102,1
8.0,2.5,0.2,300,1,False,0.0340,1
8.0,2.5,0.2,300,2,False,0.0297,1
8.0,2.5,0.2,300,3,False,0.0400,1
8.0,2.5,0.2,300,4,False,0.0376,1
8.0,2.5,0.2,300,5,False,0.0349,1
8.0,2.5,0.2,300,6,False,0.0300,1
8.0,2.5,0.2,300,7,False,0.0312,1
8.0,2.5,0.2,300,8,False,0.0351,1
8.0,2.5,0.2,300,9,False,0.0346,1
8.0,2.5,0.2,300,10,False,0.0417,1
8.0,2.5,0.2,600,1,False,0.0864,1
8.0,2.5,0.2,600,2,False,0.0745,1
8.0,2.5,0.2,600,3,False,0.0919,1
8.0,2.5,0.2,600,4,False,0.0743,1
8.0,2.5,0.2,600,5,False,0.0714,1
8.0,2.5,0.2,600,6,False,0.0790,1
8.0,2.5,0.2,600,7,False,0.0710,1
8.0,2.5,0.2,600,8,False,0.0859,1
8.0,2.5,0.2,600,9,False,0.0804,1
8.0,2.5,0.2,600,10,False,0.0974,1
8.0,2.5,0.2,900,1,False,0.1464,1
8.0,2.5,0.2,900,2,False,0.1394,1
8.0,2.5,0.2,900,3,False,0.1358,1
8.0,2.5,0.2,900,4,False,0.1412,1
8.0,2.5,0.2,900,5,False,0.1409,1
8.0,2.5,0.2,900,6,False,0.1285,1
8.0,2.5,0.2,900,7,False,0.1335,1
8.0,2.5,0.2,900,8,False,0.1159,1
8.0,2.5,0.2,900,9,False,0.1417,1
8.0,2.5,0.2,900,10,False,0.1320,1
8.0,2.5,0.5,100,1,False,0.0178,1
8.0,2.5,0.5,100,2,False,0.0168,1
8.0,2.5,0.5,100,3,False,0.0144,1
8.0,2.5,0.5,100,4,False,0.0173,1
8.0,2.5,0.5,100,5,False,0.0146,1
8.0,2.5,0.5,100,6,False,0.0116,1
8.0,2.5,0.5,100,7,False,0.0130,1
8.0,2.5,0.5,100,8,False,0.0111,1
8.0,2.5,0.5,100,9,False,0.0224,1
8.0,2.5,0.5,100,10,False,0.0175,1
8.0,2.5,0.5,300,1,False,0.0455,1
8.0,2.5,0.5,300,2,False,0.0332,1
8.0,2.5,0.5,300,3,False,0.0361,1
8.0,2.5,0.5,300,4,False,0.0417,1
8.0,2.5,0.5,300,5,False,0.0450,1
8.0,2.5,0.5,300,6,False,0.0386,1
8.0,2.5,0.5,300,7,False,0.0441,1
8.0,2.5,0.5,300,8,False,0.0524,1
8.0,2.5,0.5,300,9,False,0.0376,1
8.0,2.5,0.5,300,10,False,0.0359,1
8.0,2.5,0.5,600,1,False,0.1093,1
8.0,2.5,0.5,600,2,False,0.1003,1
8.0,2.5,0.5,600,3,True,0.0670,30
8.0,2.5,0.5,600,4,False,0.1083,1
8.0,2.5,0.5,600,5,False,0.0914,1
8.0,2.5,0.5,600,6,False,0.1355,1
8.0,2.5,0.5,600,7,False,0.1052,1
8.0,2.5,0.5,600,8,False,0.1240,1
8.0,2.5,0.5,600,9,False,0.1141,1
8.0,2.5,0.5,600,10,False,0.1222,1
8.0,2.5,0.5,900,1,True,0.0960,26
8.0,2.5,0.5,900,2,True,0.1150,26
8.0,2.5,0.5,900,3,False,0.1962,1
8.0,2.5,0.5,900,4,True,0.1370,31
8.0,2.5,0.5,900,5,False,0.1909,1
8.0,2.5,0.5,900,6,True,0.1283,27
8.0,2.5,0.5,900,7,True,0.1769,35
8.0,2.5,0.5,900,8,True,0.1354,28
8.0,2.5,0.5,900,9,False,0.1788,1
8.0,2.5,0.5,900,10,True,0.1684,32
8.0,2.5,0.8,100,1,False,0.0331,1
8.0,2.5,0.8,100,2,False,0.0179,1
8.0,2.5,0.8,100,3,False,0.0324,1
8.0,2.5,0.8,100,4,False,0.0182,1
8.0,2.5,0.8,100,5,False,0.0179,1
8.0,2.5,0.8,100,6,False,0.0104,1
8.0,2.5,0.8,100,7,False,0.0113,1
8.0,2.5,0.8,100,8,False,0.0269,1
8.0,2.5,0.8,100,9,False,0.0191,1
8.0,2.5,0.8,100,10,False,0.0134,1
8.0,2.5,0.8,300,1,False,0.0529,1
8.0,2.5,0.8,300,2,False,0.0487,1
8.0,2.5,0.8,300,3,False,0.0536,1
8.0,2.5,0.8,300,4,True,0.0227,22
8.0,2.5,0.8,300,5,False,0.0380,1
8.0,2.5,0.8,300,6,False,0.0336,1
8.0,2.5,0.8,300,7,False,0.0418,1
8.0,2.5,0.8,300,8,False,0.0418,1
8.0,2.5,0.8,300,9,False,0.0440,1
8.0,2.5,0.8,300,10,False,0.0503,1
8.0,2.5,0.8,600,1,True,0.0735,18
8.0,2.5,0.8,600,2,True,0.0685,19
8.0,2.5,0.8,600,3,True,0.0567,20
8.0,2.5,0.8,600,4,True,0.0455,22
8.0,2.5,0.8,600,5,False,0.0928,1
8.0,2.5,0.8,600,6,True,0.0701,20
8.0,2.5,0.8,600,7,True,0.0874,25
8.0,2.5,0.8,600,8,True,0.0730,16
8.0,2.5,0.8,600,9,False,0.1141,1
8.0,2.5,0.8,600,10,True,0.0511,18
8.0,2.5,0.8,900,1,True,0.0550,18
8.0,2.5,0.8,900,2,True,0.0535,23
8.0,2.5,0.8,900,3,True,0.1256,18
8.0,2.5,0.8,900,4,True,0.0343,19
8.0,2.5,0.8,900,5,True,0.0645,19
8.0,2.5,0.8,900,6,True,0.0809,17
8.0,2.5,0.8,900,7,True,0.1331,22
8.0,2.5,0.8,900,8,True,0.1068,22
8.0,2.5,0.8,900,9,True,0.0354,15
8.0,2.5,0.8,900,10,True,0.0373,19
8.0,2.5,1.0,100,1,False,0.0137,1
8.0,2.5,1.0,100,2,False,0.0196,1
8.0,2.5,1.0,100,3,False,0.0209,1
8.0,2.5,1.0,100,4,False,0.0206,1
8.0,2.5,1.0,100,5,False,0.0259,1
8.0,2.5,1.0,100,6,False,0.0167,1
8.0,2.5,1.0,100,7,False,0.0168,1
8.0,2.5,1.0,100,8,False,0.0224,1
8.0,2.5,1.0,100,9,False,0.0256,1
8.0,2.5,1.0,100,10,False,0.0239,1
8.0,2.5,1.0,300,1,True,0.0292,15
8.0,2.5,1.0,300,2,False,0.0450,1
8.0,2.5,1.0,300,3,False,0.0551,1
8.0,2.5,1.0,300,4,True,0.0450,13
8.0,2.5,1.0,300,5,True,0.0388,12
8.0,2.5,1.0,300,6,True,0.0248,14
8.0,2.5,1.0,300,7,True,0.0441,16
8.0,2.5,1.0,300,8,True,0.0293,15
8.0,2.5,1.0,300,9,True,0.0312,14
8.0,2.5,1.0,300,10,True,0.0317,15
8.0,2.5,1.0,600,1,True,0.0970,14
8.0,2.5,1.0,600,2,True,0.0561,16
8.0,2.5,1.0,600,3,True,0.0275,17
8.0,2.5,1.0,600,4,True,0.0277,18
8.0,2.5,1.0,600,5,False,0.1137,1
8.0,2.5,1.0,600,6,True,0.0362,14
8.0,2.5,1.0,600,7,True,0.0308,15
8.0,2.5,1.0,600,8,True,0.1093,16
8.0,2.5,1.0,600,9,True,0.0696,16
8.0,2.5,1.0,600,10,True,0.0887,21
8.0,2.5,1.0,900,1,True,0.0697,21
8.0,2.5,1.0,900,2,True,0.0474,15
8.0,2.5,1.0,900,3,True,0.0562,16
8.0,2.5,1.0,900,4,True,0.0525,15
8.0,2.5,1.0,900,5,True,0.1162,18
8.0,2.5,1.0,900,6,True,0.0409,16
8.0,2.5,1.0,900,7,True,0.0340,16
8.0,2.5,1.0,900,8,True,0.0250,15
8.0,2.5,1.0,900,9,True,0.0348,15
8.0,2.5,1.0,900,10,True,0.0411,12
