Goal_X,Goal_Y,Epsilon,N,Iteracion,Exito,Tiempo_s,Waypoints
2.0,3.0,0.5,600,2,True,0.0106,11
2.0,3.0,0.5,600,3,True,0.0219,12
2.0,3.0,0.5,600,4,True,0.0097,10
2.0,3.0,0.5,600,5,True,0.0078,10
2.0,3.0,0.5,600,6,True,0.0200,12
2.0,3.0,0.5,600,7,True,0.0116,10
2.0,3.0,0.5,600,8,True,0.0649,12
2.0,3.0,0.5,600,9,True,0.0214,10
2.0,3.0,0.5,600,10,True,0.0085,9
2.0,3.0,0.5,900,1,True,0.0548,12
2.0,3.0,0.5,900,2,True,0.0182,11
2.0,3.0,0.5,900,3,True,0.0212,10
2.0,3.0,0.5,900,4,True,0.0130,12
2.0,3.0,0.5,900,5,True,0.0384,12
2.0,3.0,0.5,900,6,True,0.0701,13
2.0,3.0,0.5,900,7,True,0.0347,12
2.0,3.0,0.5,900,8,True,0.0239,12
2.0,3.0,0.5,900,9,True,0.1520,11
2.0,3.0,0.5,900,10,True,0.0209,12
2.0,3.0,0.8,100,1,True,0.0099,7
2.0,3.0,0.8,100,2,False,0.0112,1
2.0,3.0,0.8,100,3,False,0.0201,1
2.0,3.0,0.8,100,4,True,0.0173,11
2.0,3.0,0.8,100,5,True,0.0192,7
2.0,3.0,0.8,100,6,True,0.0053,8
2.0,3.0,0.8,100,7,True,0.0068,7
2.0,3.0,0.8,100,8,True,0.0158,7
2.0,3.0,0.8,100,9,False,0.0124,1
2.0,3.0,0.8,100,10,True,0.0124,11
2.0,3.0,0.8,300,1,True,0.0135,7
2.0,3.0,0.8,300,2,True,0.0179,9
2.0,3.0,0.8,300,3,False,0.0459,1
2.0,3.0,0.8,300,4,True,0.0207,8
2.0,3.0,0.8,300,5,True,0.0110,10
2.0,3.0,0.8,300,6,True,0.0098,7
2.0,3.0,0.8,300,7,True,0.0067,8
2.0,3.0,0.8,300,8,True,0.0037,6
2.0,3.0,0.8,300,9,True,0.0131,8
2.0,3.0,0.8,300,10,True,0.0272,9
2.0,3.0,0.8,600,1,True,0.0131,9
2.0,3.0,0.8,600,2,True,0.0064,6
2.0,3.0,0.8,600,3,True,0.0100,11
2.0,3.0,0.8,600,4,True,0.0104,7
2.0,3.0,0.8,600,5,True,0.0278,9
2.0,3.0,0.8,600,6,True,0.0102,8
2.0,3.0,0.8,600,7,True,0.0405,10
2.0,3.0,0.8,600,8,True,0.0551,13
2.0,3.0,0.8,600,9,True,0.0075,8
2.0,3.0,0.8,600,10,True,0.0144,12
2.0,3.0,0.8,900,1,True,0.0110,7
2.0,3.0,0.8,900,2,True,0.0093,8
2.0,3.0,0.8,900,3,True,0.0122,8
2.0,3.0,0.8,900,4,True,0.0450,6
2.0,3.0,0.8,900,5,True,0.0363,10
2.0,3.0,0.8,900,6,True,0.0065,7
2.0,3.0,0.8,900,7,True,0.0100,7
2.0,3.0,0.8,900,8,True,0.0102,8
2.0,3.0,0.8,900,9,True,0.0185,12
2.0,3.0,0.8,900,10,True,0.0098,7
2.0,3.0,1.0,100,1,True,0.0177,6
2.0,3.0,1.0,100,2,True,0.0096,6
2.0,3.0,1.0,100,3,True,0.0040,6
2.0,3.0,1.0,100,4,True,0.0302,7
2.0,3.0,1.0,100,5,False,0.0215,1
2.0,3.0,1.0,100,6,True,0.0160,6
2.0,3.0,1.0,100,7,True,0.0071,7
2.0,3.0,1.0,100,8,True,0.0119,6
2.0,3.0,1.0,100,9,True,0.0184,7
2.0,3.0,1.0,100,10,True,0.0116,8
2.0,3.0,1.0,300,1,True,0.0091,8
2.0,3.0,1.0,300,2,False,0.0396,1
2.0,3.0,1.0,300,3,True,0.0332,6
2.0,3.0,1.0,300,4,True,0.0152,6
2.0,3.0,1.0,300,5,True,0.0135,7
2.0,3.0,1.0,300,6,True,0.0074,6
2.0,3.0,1.0,300,7,True,0.0091,6
2.0,3.0,1.0,300,8,True,0.0085,5
2.0,3.0,1.0,300,9,True,0.0107,7
2.0,3.0,1.0,300,10,True,0.0309,7
2.0,3.0,1.0,600,1,True,0.0157,7
2.0,3.0,1.0,600,2,True,0.0186,10
2.0,3.0,1.0,600,3,True,0.0154,6
2.0,3.0,1.0,600,4,True,0.0197,6
2.0,3.0,1.0,600,5,True,0.0174,6
2.0,3.0,1.0,600,6,True,0.0065,5
2.0,3.0,1.0,600,7,True,0.0151,6
2.0,3.0,1.0,600,8,True,0.0132,7
2.0,3.0,1.0,600,9,True,0.0184,7
2.0,3.0,1.0,600,10,True,0.0513,13
2.0,3.0,1.0,900,1,True,0.0112,6
2.0,3.0,1.0,900,2,True,0.0113,8
2.0,3.0,1.0,900,3,True,0.0173,8
2.0,3.0,1.0,900,4,True,0.0072,6
2.0,3.0,1.0,900,5,True,0.0061,7
2.0,3.0,1.0,900,6,True,0.0071,5
2.0,3.0,1.0,900,7,True,0.0425,10
2.0,3.0,1.0,900,8,True,0.0072,9
2.0,3.0,1.0,900,9,True,0.0098,6
2.0,3.0,1.0,900,10,True,0.0201,7
1.0,5.0,0.2,100,1,False,0.0068,1
1.0,5.0,0.2,100,2,False,0.0157,1
1.0,5.0,0.2,100,3,False,0.0105,1
1.0,5.0,0.2,100,4,False,0.0129,1
1.0,5.0,0.2,100,5,False,0.0146,1
1.0,5.0,0.2,100,6,False,0.0155,1
1.0,5.0,0.2,100,7,False,0.0145,1
1.0,5.0,0.2,100,8,False,0.0111,1
1.0,5.0,0.2,100,9,False,0.0133,1
1.0,5.0,0.2,100,10,False,0.0201,1
1.0,5.0,0.2,300,1,False,0.0409,1
1.0,5.0,0.2,300,2,False,0.0339,1
1.0,5.0,0.2,300,3,False,0.0314,1
1.0,5.0,0.2,300,4,False,0.0423,1
1.0,5.0,0.2,300,5,False,0.0302,1
1.0,5.0,0.2,300,6,False,0.0380,1
1.0,5.0,0.2,300,7,False,0.0306,1
1.0,5.0,0.2,300,8,False,0.0373,1
1.0,5.0,0.2,300,9,False,0.0409,1
1.0,5.0,0.2,300,10,False,0.0412,1
1.0,5.0,0.2,600,1,False,0.0825,1
1.0,5.0,0.2,600,2,False,0.0977,1
1.0,5.0,0.2,600,3,False,0.0908,1
1.0,5.0,0.2,600,4,False,0.0738,1
1.0,5.0,0.2,600,5,False,0.0850,1
1.0,5.0,0.2,600,6,False,0.0809,1
1.0,5.0,0.2,600,7,False,0.0918,1
1.0,5.0,0.2,600,8,False,0.0891,1
1.0,5.0,0.2,600,9,False,0.0732,1
1.0,5.0,0.2,600,10,False,0.0753,1
1.0,5.0,0.2,900,1,False,0.1500,1
1.0,5.0,0.2,900,2,False,0.1467,1
1.0,5.0,0.2,900,3,False,0.1520,1
1.0,5.0,0.2,900,4,False,0.1397,1
1.0,5.0,0.2,900,5,False,0.1429,1
1.0,5.0,0.2,900,6,False,0.1085,1
1.0,5.0,0.2,900,7,False,0.1418,1
1.0,5.0,0.2,900,8,False,0.1380,1
1.0,5.0,0.2,900,9,False,0.1629,1
1.0,5.0,0.2,900,10,False,0.1527,1
1.0,5.0,0.5,100,1,False,0.0138,1
1.0,5.0,0.5,100,2,False,0.0145,1
1.0,5.0,0.5,100,3,False,0.0089,1
1.0,5.0,0.5,100,4,False,0.0107,1
1.0,5.0,0.5,100,5,False,0.0194,1
1.0,5.0,0.5,100,6,False,0.0165,1
1.0,5.0,0.5,100,7,False,0.0153,1
1.0,5.0,0.5,100,8,False,0.0245,1
1.0,5.0,0.5,100,9,False,0.0249,1
1.0,5.0,0.5,100,10,False,0.0133,1
1.0,5.0,0.5,300,1,False,0.0408,1
1.0,5.0,0.5,300,2,False,0.0427,1
1.0,5.0,0.5,300,3,False,0.0408,1
1.0,5.0,0.5,300,4,False,0.0395,1
1.0,5.0,0.5,300,5,True,0.0426,16
1.0,5.0,0.5,300,6,False,0.0409,1
1.0,5.0,0.5,300,7,False,0.0343,1
1.0,5.0,0.5,300,8,True,0.0254,16
1.0,5.0,0.5,300,9,False,0.0503,1
1.0,5.0,0.5,300,10,False,0.0329,1
1.0,5.0,0.5,600,1,True,0.0317,15
1.0,5.0,0.5,600,2,False,0.1019,1
1.0,5.0,0.5,600,3,True,0.0693,17
1.0,5.0,0.5,600,4,True,0.0621,15
1.0,5.0,0.5,600,5,True,0.0902,17
1.0,5.0,0.5,600,6,True,0.0893,17
1.0,5.0,0.5,600,7,True,0.0851,17
1.0,5.0,0.5,600,8,False,0.1003,1
1.0,5.0,0.5,600,9,True,0.1027,17
1.0,5.0,0.5,600,10,True,0.0785,16
1.0,5.0,0.5,900,1,True,0.1417,18
1.0,5.0,0.5,900,2,True,0.0432,14
1.0,5.0,0.5,900,3,True,0.0583,16
1.0,5.0,0.5,900,4,True,0.0750,20
1.0,5.0,0.5,900,5,False,0.1957,1
1.0,5.0,0.5,900,6,True,0.0311,15
1.0,5.0,0.5,900,7,True,0.0486,13
1.0,5.0,0.5,900,8,False,0.1826,1
1.0,5.0,0.5,900,9,False,0.2250,1
1.0,5.0,0.5,900,10,True,0.1249,16
1.0,5.0,0.8,100,1,False,0.0239,1
1.0,5.0,0.8,100,2,False,0.0122,1
1.0,5.0,0.8,100,3,False,0.0098,1
1.0,5.0,0.8,100,4,False,0.0091,1
1.0,5.0,0.8,100,5,False,0.0172,1
1.0,5.0,0.8,100,6,False,0.0125,1
1.0,5.0,0.8,100,7,False,0.0234,1
1.0,5.0,0.8,100,8,False,0.0161,1
1.0,5.0,0.8,100,9,False,0.0187,1
1.0,5.0,0.8,100,10,False,0.0138,1
1.0,5.0,0.8,300,1,True,0.0229,13
1.0,5.0,0.8,300,2,False,0.0464,1
1.0,5.0,0.8,300,3,True,0.0253,10
1.0,5.0,0.8,300,4,True,0.0205,10
1.0,5.0,0.8,300,5,False,0.0381,1
1.0,5.0,0.8,300,6,False,0.0534,1
1.0,5.0,0.8,300,7,True,0.0368,11
1.0,5.0,0.8,300,8,True,0.0235,9
1.0,5.0,0.8,300,9,True,0.0297,9
1.0,5.0,0.8,300,10,False,0.0574,1
1.0,5.0,0.8,600,1,True,0.0545,11
1.0,5.0,0.8,600,2,True,0.0281,12
1.0,5.0,0.8,600,3,True,0.0509,10
1.0,5.0,0.8,600,4,True,0.0372,14
1.0,5.0,0.8,600,5,True,0.0962,16
1.0,5.0,0.8,600,6,True,0.0247,11
1.0,5.0,0.8,600,7,True,0.0460,11
1.0,5.0,0.8,600,8,True,0.0875,11
1.0,5.0,0.8,600,9,True,0.0455,10
1.0,5.0,0.8,600,10,True,0.0273,11
1.0,5.0,0.8,900,1,True,0.0900,10
1.0,5.0,0.8,900,2,True,0.0310,13
1.0,5.0,0.8,900,3,True,0.1164,11
1.0,5.0,0.8,900,4,True,0.0209,11
1.0,5.0,0.8,900,5,True,0.1234,14
1.0,5.0,0.8,900,6,True,0.0231,10
1.0,5.0,0.8,900,7,True,0.0184,9
1.0,5.0,0.8,900,8,True,0.0523,11
1.0,5.0,0.8,900,9,True,0.0198,10
1.0,5.0,0.8,900,10,True,0.0455,10
1.0,5.0,1.0,100,1,True,0.0202,7
1.0,5.0,1.0,100,2,False,0.0130,1
1.0,5.0,1.0,100,3,True,0.0180,8
1.0,5.0,1.0,100,4,False,0.0144,1
1.0,5.0,1.0,100,5,False,0.0194,1
1.0,5.0,1.0,100,6,True,0.0136,8
1.0,5.0,1.0,100,7,True,0.0078,9
1.0,5.0,1.0,100,8,False,0.0279,1
1.0,5.0,1.0,100,9,True,0.0177,8
1.0,5.0,1.0,100,10,True,0.0279,8
1.0,5.0,1.0,300,1,True,0.0184,9
1.0,5.0,1.0,300,2,True,0.0392,9
1.0,5.0,1.0,300,3,True,0.0507,16
1.0,5.0,1.0,300,4,True,0.0243,9
1.0,5.0,1.0,300,5,True,0.0254,10
1.0,5.0,1.0,300,6,True,0.0191,9
1.0,5.0,1.0,300,7,True,0.0272,8
1.0,5.0,1.0,300,8,True,0.0189,10
1.0,5.0,1.0,300,9,True,0.0335,13
1.0,5.0,1.0,300,10,True,0.0361,7
1.0,5.0,1.0,600,1,True,0.0265,8
1.0,5.0,1.0,600,2,True,0.0154,7
1.0,5.0,1.0,600,3,True,0.0174,10
1.0,5.0,1.0,600,4,True,0.0311,9
1.0,5.0,1.0,600,5,True,0.0211,8
1.0,5.0,1.0,600,6,True,0.0385,11
1.0,5.0,1.0,600,7,True,0.0173,7
1.0,5.0,1.0,600,8,True,0.0115,10
1.0,5.0,1.0,600,9,True,0.0223,9
1.0,5.0,1.0,600,10,True,0.0295,7
1.0,5.0,1.0,900,1,True,0.0238,8
1.0,5.0,1.0,900,2,True,0.0693,10
1.0,5.0,1.0,900,3,True,0.0402,9
1.0,5.0,1.0,900,4,True,0.0236,9
1.0,5.0,1.0,900,5,True,0.0119,7
1.0,5.0,1.0,900,6,True,0.0330,10
1.0,5.0,1.0,900,7,True,0.0247,11
1.0,5.0,1.0,900,8,True,0.0264,7
1.0,5.0,1.0,900,9,True,0.0221,8
1.0,5.0,1.0,900,10,True,0.0280,9
-4.0,-4.0,0.2,100,1,False,0.0104,1
-4.0,-4.0,0.2,100,2,False,0.0131,1
-4.0,-4.0,0.2,100,3,False,0.0100,1
-4.0,-4.0,0.2,100,4,False,0.0092,1
-4.0,-4.0,0.2,100,5,False,0.0156,1
-4.0,-4.0,0.2,100,6,False,0.0103,1
-4.0,-4.0,0.2,100,7,False,0.0153,1
-4.0,-4.0,0.2,100,8,False,0.0099,1
-4.0,-4.0,0.2,100,9,False,0.0147,1
-4.0,-4.0,0.2,100,10,False,0.0197,1
-4.0,-4.0,0.2,300,1,False,0.0362,1
-4.0,-4.0,0.2,300,2,False,0.0401,1
-4.0,-4.0,0.2,300,3,False,0.0382,1
-4.0,-4.0,0.2,300,4,False,0.0465,1
-4.0,-4.0,0.2,300,5,False,0.0444,1
-4.0,-4.0,0.2,300,6,False,0.0362,1
-4.0,-4.0,0.2,300,7,False,0.0283,1
-4.0,-4.0,0.2,300,8,False,0.0383,1
-4.0,-4.0,0.2,300,9,False,0.0289,1
-4.0,-4.0,0.2,300,10,False,0.0303,1
-4.0,-4.0,0.2,600,1,False,0.0997,1
-4.0,-4.0,0.2,600,2,False,0.0743,1
-4.0,-4.0,0.2,600,3,False,0.0806,1
-4.0,-4.0,0.2,600,4,False,0.0838,1
-4.0,-4.0,0.2,600,5,False,0.0768,1
-4.0,-4.0,0.2,600,6,False,0.0951,1
-4.0,-4.0,0.2,600,7,False,0.0807,1
-4.0,-4.0,0.2,600,8,False,0.0809,1
-4.0,-4.0,0.2,600,9,False,0.0795,1
-4.0,-4.0,0.2,600,10,False,0.0763,1
-4.0,-4.0,0.2,900,1,False,0.1469,1
-4.0,-4.0,0.2,900,2,False,0.1267,1
-4.0,-4.0,0.2,900,3,False,0.1408,1
-4.0,-4.0,0.2,900,4,False,0.1504,1
-4.0,-4.0,0.2,900,5,False,0.1566,1
-4.0,-4.0,0.2,900,6,False,0.1435,1
-4.0,-4.0,0.2,900,7,False,0.1549,1
-4.0,-4.0,0.2,900,8,False,0.1636,1
-4.0,-4.0,0.2,900,9,False,0.1491,1
-4.0,-4.0,0.2,900,10,False,0.1368,1
-4.0,-4.0,0.5,100,1,False,0.0131,1
-4.0,-4.0,0.5,100,2,False,0.0200,1
-4.0,-4.0,0.5,100,3,False,0.0133,1
-4.0,-4.0,0.5,100,4,False,0.0138,1
-4.0,-4.0,0.5,100,5,False,0.0160,1
-4.0,-4.0,0.5,100,6,False,0.0110,1
-4.0,-4.0,0.5,100,7,False,0.0233,1
-4.0,-4.0,0.5,100,8,False,0.0191,1
-4.0,-4.0,0.5,100,9,False,0.0193,1
-4.0,-4.0,0.5,100,10,False,0.0150,1
-4.0,-4.0,0.5,300,1,True,0.0403,16
-4.0,-4.0,0.5,300,2,True,0.0338,18
-4.0,-4.0,0.5,300,3,True,0.0391,15
-4.0,-4.0,0.5,300,4,True,0.0176,17
-4.0,-4.0,0.5,300,5,False,0.0349,1
-4.0,-4.0,0.5,300,6,True,0.0181,20
-4.0,-4.0,0.5,300,7,True,0.0171,17
-4.0,-4.0,0.5,300,8,False,0.0435,1
-4.0,-4.0,0.5,300,9,False,0.0443,1
-4.0,-4.0,0.5,300,10,True,0.0137,16
-4.0,-4.0,0.5,600,1,True,0.0358,17
-4.0,-4.0,0.5,600,2,True,0.0605,18
-4.0,-4.0,0.5,600,3,True,0.0295,18
-4.0,-4.0,0.5,600,4,True,0.0395,15
-4.0,-4.0,0.5,600,5,False,0.1009,1
-4.0,-4.0,0.5,600,6,True,0.0147,16
-4.0,-4.0,0.5,600,7,True,0.0518,16
-4.0,-4.0,0.5,600,8,False,0.1161,1
-4.0,-4.0,0.5,600,9,True,0.0375,15
-4.0,-4.0,0.5,600,10,True,0.0677,22
-4.0,-4.0,0.5,900,1,True,0.0571,16
-4.0,-4.0,0.5,900,2,True,0.0324,16
-4.0,-4.0,0.5,900,3,True,0.0701,19
-4.0,-4.0,0.5,900,4,True,0.0170,16
-4.0,-4.0,0.5,900,5,True,0.0223,17
-4.0,-4.0,0.5,900,6,True,0.0288,15
-4.0,-4.0,0.5,900,7,True,0.0469,17
-4.0,-4.0,0.5,900,8,True,0.0297,19
-4.0,-4.0,0.5,900,9,True,0.0314,16
-4.0,-4.0,0.5,900,10,True,0.1498,24
-4.0,-4.0,0.8,100,1,False,0.0123,1
-4.0,-4.0,0.8,100,2,False,0.0134,1
-4.0,-4.0,0.8,100,3,False,0.0112,1
-4.0,-4.0,0.8,100,4,False,0.0202,1
-4.0,-4.0,0.8,100,5,True,0.0167,12
-4.0,-4.0,0.8,100,6,False,0.0110,1
-4.0,-4.0,0.8,100,7,False,0.0241,1
-4.0,-4.0,0.8,100,8,False,0.0232,1
-4.0,-4.0,0.8,100,9,False,0.0230,1
-4.0,-4.0,0.8,100,10,True,0.0215,9
-4.0,-4.0,0.8,300,1,True,0.0154,11
-4.0,-4.0,0.8,300,2,True,0.0302,13
-4.0,-4.0,0.8,300,3,False,0.0524,1
-4.0,-4.0,0.8,300,4,True,0.0283,14
-4.0,-4.0,0.8,300,5,True,0.0332,11
-4.0,-4.0,0.8,300,6,False,0.0511,1
-4.0,-4.0,0.8,300,7,True,0.0206,9
-4.0,-4.0,0.8,300,8,True,0.0253,11
-4.0,-4.0,0.8,300,9,True,0.0187,11
-4.0,-4.0,0.8,300,10,True,0.0189,12
-4.0,-4.0,0.8,600,1,True,0.0323,16
-4.0,-4.0,0.8,600,2,True,0.0476,11
-4.0,-4.0,0.8,600,3,True,0.0429,13
-4.0,-4.0,0.8,600,4,True,0.0320,14
-4.0,-4.0,0.8,600,5,True,0.0133,12
-4.0,-4.0,0.8,600,6,True,0.0142,11
-4.0,-4.0,0.8,600,7,True,0.0154,13
-4.0,-4.0,0.8,600,8,True,0.0404,15
-4.0,-4.0,0.8,600,9,True,0.0094,10
-4.0,-4.0,0.8,600,10,True,0.0581,10
-4.0,-4.0,0.8,900,1,True,0.0185,10
-4.0,-4.0,0.8,900,2,True,0.0134,12
-4.0,-4.0,0.8,900,3,True,0.0148,12
-4.0,-4.0,0.8,900,4,True,0.0487,11
-4.0,-4.0,0.8,900,5,True,0.0720,11
-4.0,-4.0,0.8,900,6,True,0.0355,9
-4.0,-4.0,0.8,900,7,True,0.0114,10
-4.0,-4.0,0.8,900,8,True,0.0181,10
-4.0,-4.0,0.8,900,9,True,0.0158,11
-4.0,-4.0,0.8,900,10,True,0.0199,11
-4.0,-4.0,1.0,100,1,False,0.0214,1
-4.0,-4.0,1.0,100,2,False,0.0176,1
-4.0,-4.0,1.0,100,3,False,0.0106,1
-4.0,-4.0,1.0,100,4,True,0.0167,9
-4.0,-4.0,1.0,100,5,False,0.0199,1
-4.0,-4.0,1.0,100,6,True,0.0127,8
-4.0,-4.0,1.0,100,7,True,0.0192,11
-4.0,-4.0,1.0,100,8,True,0.0066,9
-4.0,-4.0,1.0,100,9,False,0.3213,1
-4.0,-4.0,1.0,100,10,True,0.0562,9
-4.0,-4.0,1.0,300,1,True,0.0133,9
-4.0,-4.0,1.0,300,2,True,0.0351,10
-4.0,-4.0,1.0,300,3,True,0.0131,8
-4.0,-4.0,1.0,300,4,True,0.0266,11
-4.0,-4.0,1.0,300,5,True,0.0283,10
-4.0,-4.0,1.0,300,6,True,0.0133,10
-4.0,-4.0,1.0,300,7,True,0.0409,9
-4.0,-4.0,1.0,300,8,False,0.0382,1
-4.0,-4.0,1.0,300,9,True,0.0162,9
-4.0,-4.0,1.0,300,10,True,0.0133,8
-4.0,-4.0,1.0,600,1,True,0.0150,10
-4.0,-4.0,1.0,600,2,True,0.0112,9
-4.0,-4.0,1.0,600,3,True,0.0416,10
-4.0,-4.0,1.0,600,4,True,0.0371,8
-4.0,-4.0,1.0,600,5,True,0.0753,10
-4.0,-4.0,1.0,600,6,True,0.0180,11
-4.0,-4.0,1.0,600,7,True,0.0164,9
-4.0,-4.0,1.0,600,8,True,0.0289,10
-4.0,-4.0,1.0,600,9,True,0.0397,12
-4.0,-4.0,1.0,600,10,True,0.0340,9
-4.0,-4.0,1.0,900,1,True,0.0129,8
-4.0,-4.0,1.0,900,2,True,0.0479,12
-4.0,-4.0,1.0,900,3,True,0.0127,8
-4.0,-4.0,1.0,900,4,True,0.0381,9
-4.0,-4.0,1.0,900,5,True,0.0146,9
-4.0,-4.0,1.0,900,6,True,0.0560,9
-4.0,-4.0,1.0,900,7,True,0.3123,11
-4.0,-4.0,1.0,900,8,True,0.0874,11
-4.0,-4.0,1.0,900,9,True,0.0353,8
-4.0,-4.0,1.0,900,10,True,0.0467,9
-8.0,-3.0,0.2,100,1,False,0.0166,1
-8.0,-3.0,0.2,100,2,False,0.0124,1
-8.0,-3.0,0.2,100,3,False,0.0089,1
-8.0,-3.0,0.2,100,4,False,0.0214,1
-8.0,-3.0,0.2,100,5,False,0.0236,1
-8.0,-3.0,0.2,100,6,False,0.0195,1
-8.0,-3.0,0.2,100,7,False,0.0229,1
-8.0,-3.0,0.2,100,8,False,0.0178,1
-8.0,-3.0,0.2,100,9,False,0.0152,1
-8.0,-3.0,0.2,100,10,False,0.0278,1
-8.0,-3.0,0.2,300,1,False,0.0422,1
-8.0,-3.0,0.2,300,2,False,0.0422,1
-8.0,-3.0,0.2,300,3,False,0.0412,1
-8.0,-3.0,0.2,300,4,False,0.0511,1
-8.0,-3.0,0.2,300,5,False,0.0577,1
-8.0,-3.0,0.2,300,6,False,0.0714,1
-8.0,-3.0,0.2,300,7,False,0.0404,1
-8.0,-3.0,0.2,300,8,False,0.0516,1
-8.0,-3.0,0.2,300,9,False,0.0526,1
-8.0,-3.0,0.2,300,10,False,0.0501,1
-8.0,-3.0,0.2,600,1,False,0.0788,1
-8.0,-3.0,0.2,600,2,False,0.0938,1
-8.0,-3.0,0.2,600,3,False,0.1050,1
-8.0,-3.0,0.2,600,4,False,0.1028,1
-8.0,-3.0,0.2,600,5,False,0.1227,1
-8.0,-3.0,0.2,600,6,False,0.1108,1
-8.0,-3.0,0.2,600,7,False,0.1025,1
-8.0,-3.0,0.2,600,8,False,0.0958,1
-8.0,-3.0,0.2,600,9,False,0.0907,1
-8.0,-3.0,0.2,600,10,False,0.0784,1
-8.0,-3.0,0.2,900,1,False,0.1495,1
-8.0,-3.0,0.2,900,2,False,0.1820,1
-8.0,-3.0,0.2,900,3,False,0.2111,1
-8.0,-3.0,0.2,900,4,False,0.1812,1
-8.0,-3.0,0.2,900,5,False,0.1684,1
-8.0,-3.0,0.2,900,6,False,0.1746,1
-8.0,-3.0,0.2,900,7,False,0.1566,1
-8.0,-3.0,0.2,900,8,False,0.1557,1
-8.0,-3.0,0.2,900,9,False,0.1634,1
-8.0,-3.0,0.2,900,10,False,0.1436,1
-8.0,-3.0,0.5,100,1,False,0.0116,1
-8.0,-3.0,0.5,100,2,False,0.0123,1
-8.0,-3.0,0.5,100,3,False,0.0207,1
-8.0,-3.0,0.5,100,4,False,0.0209,1
-8.0,-3.0,0.5,100,5,False,0.0263,1
-8.0,-3.0,0.5,100,6,False,0.0120,1
-8.0,-3.0,0.5,100,7,False,0.0152,1
-8.0,-3.0,0.5,100,8,False,0.0175,1
-8.0,-3.0,0.5,100,9,False,0.0156,1
-8.0,-3.0,0.5,100,10,False,0.0177,1
-8.0,-3.0,0.5,300,1,True,0.0267,22
-8.0,-3.0,0.5,300,2,False,0.0322,1
-8.0,-3.0,0.5,300,3,True,0.0258,25
-8.0,-3.0,0.5,300,4,False,0.0329,1
-8.0,-3.0,0.5,300,5,False,0.0488,1
-8.0,-3.0,0.5,300,6,False,0.0410,1
-8.0,-3.0,0.5,300,7,False,0.0439,1
-8.0,-3.0,0.5,300,8,False,0.0524,1
-8.0,-3.0,0.5,300,9,True,0.0389,23
-8.0,-3.0,0.5,300,10,False,0.0360,1
-8.0,-3.0,0.5,600,1,True,0.0644,25
-8.0,-3.0,0.5,600,2,True,0.0264,22
-8.0,-3.0,0.5,600,3,False,0.1007,1
-8.0,-3.0,0.5,600,4,True,0.0274,22
-8.0,-3.0,0.5,600,5,False,0.0811,1
-8.0,-3.0,0.5,600,6,False,0.1212,1
-8.0,-3.0,0.5,600,7,False,0.1076,1
-8.0,-3.0,0.5,600,8,False,0.1242,1
-8.0,-3.0,0.5,600,9,True,0.0949,28
-8.0,-3.0,0.5,600,10,True,0.0628,23
-8.0,-3.0,0.5,900,1,False,0.2188,1
-8.0,-3.0,0.5,900,2,True,0.0638,24
-8.0,-3.0,0.5,900,3,False,0.1766,1
-8.0,-3.0,0.5,900,4,True,0.0356,25
-8.0,-3.0,0.5,900,5,True,0.1001,22
-8.0,-3.0,0.5,900,6,True,0.1616,27
-8.0,-3.0,0.5,900,7,True,0.0311,22
-8.0,-3.0,0.5,900,8,False,0.1491,1
-8.0,-3.0,0.5,900,9,True,0.1656,23
-8.0,-3.0,0.5,900,10,True,0.0411,22
-8.0,-3.0,0.8,100,1,False,0.0130,1
-8.0,-3.0,0.8,100,2,False,0.0273,1
-8.0,-3.0,0.8,100,3,False,0.0136,1
-8.0,-3.0,0.8,100,4,False,0.0266,1
-8.0,-3.0,0.8,100,5,False,0.0206,1
-8.0,-3.0,0.8,100,6,True,0.0296,14
-8.0,-3.0,0.8,100,7,False,0.0344,1
-8.0,-3.0,0.8,100,8,False,0.0228,1
-8.0,-3.0,0.8,100,9,False,0.0242,1
-8.0,-3.0,0.8,100,10,False,0.0275,1
-8.0,-3.0,0.8,300,1,True,0.0338,14
-8.0,-3.0,0.8,300,2,True,0.0480,14
-8.0,-3.0,0.8,300,3,False,0.0400,1
-8.0,-3.0,0.8,300,4,True,0.0758,16
-8.0,-3.0,0.8,300,5,True,0.0306,14
-8.0,-3.0,0.8,300,6,False,0.0457,1
-8.0,-3.0,0.8,300,7,False,0.0519,1
-8.0,-3.0,0.8,300,8,True,0.0310,17
-8.0,-3.0,0.8,300,9,False,0.0509,1
-8.0,-3.0,0.8,300,10,True,0.0492,15
-8.0,-3.0,0.8,600,1,True,0.0949,20
-8.0,-3.0,0.8,600,2,True,0.0491,16
-8.0,-3.0,0.8,600,3,True,0.0182,13
-8.0,-3.0,0.8,600,4,True,0.0844,18
-8.0,-3.0,0.8,600,5,True,0.0428,14
-8.0,-3.0,0.8,600,6,True,0.0693,17
-8.0,-3.0,0.8,600,7,True,0.0451,15
-8.0,-3.0,0.8,600,8,True,0.0785,14
-8.0,-3.0,0.8,600,9,True,0.0509,17
-8.0,-3.0,0.8,600,10,True,0.0591,18
-8.0,-3.0,0.8,900,1,True,0.1814,17
-8.0,-3.0,0.8,900,2,True,0.0282,14
-8.0,-3.0,0.8,900,3,True,0.0652,14
-8.0,-3.0,0.8,900,4,True,0.0521,19
-8.0,-3.0,0.8,900,5,True,0.0752,20
-8.0,-3.0,0.8,900,6,True,0.0480,17
-8.0,-3.0,0.8,900,7,True,0.1036,20
